distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentDistanceLast10,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
532,0.10,-0.73,0.65,0.79,71.91,0.91,7.97,30,MISS,-0.02
553,0.10,-0.51,0.71,0.66,21.99,0.92,2.96,3,MISS,0.49
569,0.10,-0.61,0.78,0.28,51,0.90,2.94,0,MISS,0.10
572,0.10,0,0.82,0.21,0.51,0.85,0,5,MISS,0.87
578,0.10,-1.74,0.66,0.28,50.98,0.87,7.81,5,MISS,0.82
565,0.10,-2.71,0.65,0.79,71.93,0.59,7.53,18,HIT,0.42
540,0.10,-2.53,0.75,0.72,32.76,0.37,3.10,3,MISS,-0.46
514,0.10,1.33,0.30,0.47,24.07,0.87,1.49,3,MISS,0.78
522,0.10,-0.76,0.52,-0.27,56.95,0.95,7.96,10,MISS,0.77
512,0.10,-0.47,0.70,0.53,47.99,0.97,5.98,3,MISS,0.33
508,0.10,0,0.81,0.26,30,0.81,0,2,MISS,0.21
516,0.10,-0.24,0.79,0.30,9,0.88,3,3,MISS,-0.83
522,0.10,-0.54,0.62,-0.41,65.84,0.95,7.98,13,HIT,0.90
512,0.10,-0.58,0.63,0.86,71.93,0.93,7.98,35,BULLETHITBULLET,0.95
524,0.10,-0.71,0.62,0.42,71.81,0.93,7.97,24,MISS,0.45
428,1.99,1.25,0.65,0,71.51,0.92,7.90,29,MISS,-0.20
422,1.99,0,0.79,0.08,0,0.83,0,9,MISS,0.63
440,1.99,0.72,0.66,0.44,43.93,0.93,7.97,9,MISS,-0.60
464,1.99,0.19,0.72,0.10,26,0.91,7,7,MISS,0.37
457,1.99,0.26,0.66,-0.45,72,0.82,8,21,MISS,-0.43
462,1.99,0.36,0.68,-0.27,52.97,0.94,8,6,MISS,-0.75
445,1.99,0.38,0.67,0,31,0.91,7.49,7,MISS,0.45
474,1.99,0.07,0.75,0.63,65.71,0.63,5,0,MISS,-0.44
484,1.99,0,0.70,-0.26,27.99,0.82,0,3,HIT,0.38
496,1.99,-0.20,0.74,0.24,36,0.89,4,1,BULLETHITBULLET,-0.82
498,1.99,0,0.80,0,11,0.86,1,1,MISS,1.00
502,1.99,-0.41,0.68,0.35,70.92,0.92,7.99,15,MISS,1.00
468,1.99,0.11,0.68,0.80,72,0.93,8,29,MISS,0.79
431,1.99,0.71,0.64,0.74,59.92,0.80,7.97,6,HIT,0.36
383,1.99,-3.94,0.63,0.78,70.84,0.69,6.96,20,HIT,-0.38
367,1.99,1.97,0.48,0.33,50.87,0.92,7.75,10,MISS,-0.06
376,1.99,0,0.79,0.13,8,0.69,0,0,MISS,0.41
355,1.99,-0.68,0.79,0.26,32.90,0.48,0.73,1,MISS,0.03
313,1.99,-1.90,0.73,0.38,38.92,0.45,2.32,0,MISS,-0.66
351,1.99,0.25,0.63,-0.26,35.45,0.84,0.97,1,MISS,0.91
375,1.99,1.21,0.66,0.47,47.74,0.90,4.85,3,MISS,1.00
390,1.99,1.44,0.61,0.51,71.94,0.91,7.87,17,MISS,1.00
382,1.99,1.56,0.62,0.98,72,0.93,7.85,31,HIT,0.78
374,1.99,1.68,0.60,0.84,68.98,0.91,7.82,8,MISS,0.55
361,1.99,0,0.64,0.80,43.79,0.78,0,1,MISS,-0.57
375,1.99,-1.16,0.71,-0.21,26.94,0.75,3.83,2,MISS,-0.05
344,1.99,1.17,0.58,0.27,16.98,0.89,3.82,2,MISS,-0.08
327,1.99,-0.45,0.78,0.24,13.02,0.56,0.89,0,MISS,0.85
251,1.99,-6.77,0.46,0.67,70.76,0.45,4.26,14,HIT,-0.20
280,1.99,2.92,0.41,-0.11,26.02,0.89,6.36,7,HIT,-0.13
416,1.99,0,0.77,0.09,0,0.81,0,9,BULLETHITBULLET,-0.44
394,1.99,1.59,0.59,0,71.98,0.93,7.84,26,MISS,-0.27
456,1.99,-0.60,0.76,0,41.93,0.64,3.95,2,MISS,-1.00
473,1.99,0.08,0.63,-0.31,62,0.92,8,12,MISS,0.76
499,1.99,-0.38,0.69,-0.83,72,0.78,8,26,MISS,0.64
523,1.99,-0.28,0.81,0.69,12.02,0.56,1.98,2,MISS,-0.02
498,1.99,-3.11,0.77,0.40,47.88,0.50,3.91,2,BULLETHITBULLET,-0.28
522,1.99,-0.60,0.59,0.01,56.50,0.92,5.97,2,MISS,0.65
529,1.99,-0.71,0.63,0.16,43.98,0.90,7.97,9,MISS,0.42
534,1.99,-0.74,0.69,0.53,59.84,0.84,7.97,7,MISS,-0.40
534,1.73,0,0.75,0.49,6,0.83,0,6,MISS,0.81
524,1.58,-0.69,0.69,-0.12,44,0.87,7.97,8,MISS,0.49
547,1.35,0,0.85,-0.16,30.99,0.79,0,1,HIT,-0.34
540,1.25,-0.63,0.75,-0.27,26.98,0.94,4.96,2,MISS,-0.07
527,1.17,0,0.85,-0.34,5,0.82,0,1,MISS,0.80
494,0.76,-1.89,0.62,0.49,38.92,0.71,7.77,7,MISS,-0.06
439,0.72,0.24,0.40,0.42,23.45,0.89,3,3,HIT,0.96
446,0.68,0.55,0.57,0.47,70.96,0.93,7.98,15,BULLETHITBULLET,0.96
455,0.75,0.35,0.60,0.68,72,0.94,8,32,MISS,-0.18
456,0.72,0.35,0.70,0.26,3.03,0.93,4.99,5,MISS,0.25
450,0.68,0.40,0.73,0.38,3.08,0.93,4.98,5,MISS,-0.67
458,0.65,0.30,0.61,-0.07,36,0.95,8,8,MISS,0.62
471,0.62,0.08,0.63,-0.62,72,0.80,8,20,MISS,0.01
462,0.60,-0.48,0.70,0.18,11.98,0.68,5.48,5,MISS,-1.00
455,0.57,0.30,0.62,-0.30,47.23,0.92,7.24,2,MISS,0.59
435,0.55,0.71,0.69,0,17.98,0.92,4.95,5,MISS,-0.95
459,0.53,0.30,0.58,-0.28,51,0.91,8,10,MISS,0.53
454,0.51,0.62,0.54,0.61,11.60,0.87,1.90,2,BULLETHITBULLET,0.96
438,0.53,-3.06,0.64,0,51.75,0.60,5.16,0,MISS,-1.00
453,0.68,0.47,0.56,-0.36,50.99,0.95,7.99,10,MISS,0.50
470,0.87,0.06,0.76,0.55,38.92,0.89,2,2,MISS,-0.56
475,1.80,0.08,0.78,-0.47,46.44,0.70,3.50,0,MISS,-0.48
496,1.77,-0.33,0.67,-0.21,60.75,0.92,8,9,MISS,-0.35
499,1.79,-0.19,0.75,0.19,3.26,0.90,5,5,MISS,0.77
497,1.52,-0.34,0.68,-0.31,71.94,0.84,8,19,MISS,0.51
445,1.31,0,0.54,0.75,43.73,0.81,0,1,MISS,-0.04
415,1.15,-1.84,0.78,0.45,16,0.59,2.37,2,MISS,-0.61
428,0.10,0.38,0.56,-0.14,33,0.90,3.98,2,HIT,0.95
458,0.10,0.34,0.58,0.49,71,0.96,8,13,MISS,0.55
482,0.10,-0.08,0.59,0.99,72,0.95,8,24,MISS,-0.49
469,0.10,0.08,0.75,0.06,9,0.87,3,3,HIT,1.00
455,0.10,0.48,0.59,0.46,68.91,0.97,7.99,14,HIT,0.88
459,0.10,0.34,0.58,0.97,72,0.96,8,25,HIT,0.96
466,0.10,0.31,0.57,0.95,71.82,0.87,8,47,BULLETHITBULLET,0.97
461,0.10,0.38,0.58,0.93,71.89,0.95,8,36,MISS,0.42
413,0.10,1.43,0.55,0,52.96,0.97,7.87,5,MISS,-0.89
398,0.10,0.12,0.53,-0.33,50.93,0.90,8,10,MISS,0.07
430,0.10,0,0.63,0.40,43.96,0.78,0,1,MISS,1.00
442,0.10,-0.21,0.70,0.38,50.91,0.92,4,0,MISS,0.89
463,0.10,0.46,0.58,0.95,70.67,0.95,7.99,11,MISS,0.07
469,0.10,0.02,0.70,0.88,50.99,0.91,4,2,MISS,-0.60
467,0.10,0.11,0.75,-0.46,54.84,0.89,3,0,MISS,-0.06
469,0.10,0,0.79,0.12,18.99,0.83,1,1,HIT,0.26
487,0.10,-0.05,0.76,0.16,12,0.89,3,3,BULLETHITBULLET,0.96
482,0.10,0.06,0.72,0.18,20.96,0.92,4,4,MISS,-0.07
481,0.10,0.29,0.67,0,41.94,0.89,6,4,MISS,-0.50
492,0.10,-0.15,0.68,0.03,7.27,0.94,3.87,4,BULLETHITBULLET,0.93
519,0.10,-0.30,0.77,0,29.99,0.91,2.99,2,BULLETHITBULLET,0.96
536,0.10,-0.89,0.64,-0.22,43.93,0.95,7.95,9,MISS,-0.50
509,0.10,-0.18,0.77,0.18,22.05,0.89,3,3,MISS,0.71
481,0.10,0.10,0.60,-0.28,68.85,0.95,8,14,MISS,0.40
485,0.10,-0.08,0.76,0.68,34,0.90,3,3,MISS,0.23
495,0.10,-0.03,0.83,0.21,10,0.86,1,1,MISS,0.97
490,0.10,-0.11,0.59,0.37,61.91,0.93,8,12,MISS,0.52
487,0.10,-0.17,0.59,0.88,71.93,0.82,8,23,MISS,-0.47
471,0.10,0.11,0.63,0.60,10.03,0.90,4,4,MISS,0.55
480,0.10,0.03,0.77,0.51,33.91,0.91,3,3,MISS,-0.67
471,0.10,0.18,0.66,-0.06,12.02,0.91,5.50,5,MISS,0.53
