distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentDistanceLast10,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
638,0.10,1,0.64,-0.23,56.73,0.96,7.94,17,BULLETHITBULLET,0.51
647,0.10,-1.41,0.81,-0.46,22.47,0.86,2.65,3,MISS,-0.38
644,0.10,-0.18,0.78,0.19,17.03,0.88,1.49,1,MISS,1.00
649,0.10,-1.11,0.68,-0.13,64,0.84,7.92,12,MISS,0.97
632,0.10,1.23,0.70,0.66,71.69,0.72,7.90,23,MISS,0.79
610,0.10,-0.14,0.66,1,71.63,0.41,8,35,MISS,0.16
616,0.10,0,0.24,0.72,28.91,0.85,0,1,HIT,0.47
600,1.14,-0.97,0.30,0.24,30.74,0.95,7.44,7,MISS,0.11
619,0.10,1.31,0.63,0.35,69.99,0.95,5.85,0,MISS,-0.77
598,1.08,-5.89,0.71,0.29,36,0.59,5.41,8,MISS,0.80
534,0.53,-5.90,0.65,-0.64,71.96,0.42,5.40,21,MISS,-0.04
497,0.51,0.89,0.47,-0.03,44.94,0.90,3.90,0,MISS,-0.63
459,0.49,-5.82,0.60,-0.36,50.99,0.51,5.49,10,HIT,-0.36
435,0.47,0,0.43,-0.63,20.23,0.80,0,1,MISS,1.00
444,0.51,3.09,0.33,0.38,57,0.94,7.38,13,MISS,1.00
476,0.49,4.97,0.60,0.96,72,0.91,6.27,25,MISS,0.70
507,0.47,1.03,0.64,0.85,70.84,0.96,7.93,36,MISS,0.27
446,0.10,-0.72,0.56,-0.23,35.85,0.89,7.97,8,BULLETHITBULLET,0.41
452,0.10,2.09,0.74,0,6.90,0.87,2.15,6,MISS,-0.96
467,0.10,0.27,0.57,0,71.40,0.79,8,22,BULLETHITBULLET,0.19
464,0.10,0.07,0.52,-0.14,36,0.93,8,8,BULLETHITBULLET,0.36
458,0.10,-0.55,0.81,0.37,42.92,0.79,0.83,1,MISS,0.55
455,0.10,0,0.82,0.55,28.87,0.73,0,1,MISS,-0.75
451,0.10,1.12,0.55,-0.28,44,0.93,7.92,13,MISS,0.14
466,0.10,0,0.80,0.41,51.91,0.80,0,0,MISS,0.06
431,0.10,0.40,0.73,0.31,22.64,0.86,2.47,2,MISS,0.70
459,0.10,-0.23,0.58,0.53,56.86,0.96,8,7,MISS,-0.55
423,1.99,4.19,0.52,0,71.92,0.92,6.82,27,MISS,0.95
463,1.99,-1.38,0.61,0.42,70.95,0.80,7.88,41,MISS,0.92
448,1.99,-4.46,0.58,0.90,71.83,0.69,6.64,56,MISS,0.75
417,1.99,-5.82,0.65,0.40,65.97,0.58,5.49,11,HIT,-0.15
391,1.99,-0.43,0.57,0.27,13.13,0.88,3.98,4,MISS,-0.27
407,1.99,-2.21,0.69,0.11,27,0.90,6.64,7,MISS,0.82
408,1.99,-0.25,0.65,0.49,68.95,0.94,8,7,MISS,-0.03
442,1.99,0.31,0.77,0.27,0.12,0.89,2.98,6,BULLETHITBULLET,0.51
463,1.99,-0.90,0.81,0.25,22.02,0.89,2.86,3,MISS,1.00
468,1.99,0.06,0.67,0.41,72,0.86,8,17,MISS,0.75
485,1.99,1.14,0.68,0.87,72,0.67,7.92,31,MISS,0.60
492,1.99,-0.72,0.50,0.74,33.11,0.81,1.87,2,HIT,-0.28
478,1.99,-4.54,0.74,0.48,28,0.55,5.33,11,MISS,-0.69
471,1.99,1.99,0.60,-0.62,72,0.92,7.75,23,MISS,1.00
512,1.99,3.06,0.70,0.82,71.98,0.90,7.39,37,MISS,1.00
557,1.99,1.95,0.66,0.75,71.60,0.90,7.76,51,MISS,0.87
585,1.99,1.81,0.68,0.69,68.97,0.92,6.76,1,MISS,0.65
611,1.99,2.66,0.65,1,72,0.87,7.54,15,MISS,0.15
614,1.99,0.31,0.75,0.53,3.36,0.83,1.47,1,MISS,-0.46
585,1.99,-3.78,0.66,0.22,43.69,0.86,7.05,11,MISS,0.02
576,1.03,0.10,0.60,0.25,43.90,0.95,8,10,BULLETHITBULLET,0.92
558,1.99,-2.39,0.71,-0.41,72,0.82,7.64,25,BULLETHITBULLET,0.21
610,1.03,6.03,0.64,0,47.20,0.89,5.26,5,MISS,-0.86
618,1.03,-2.35,0.71,-0.24,62,0.80,7.65,12,MISS,0.60
603,0.94,0,0.86,0.60,26.91,0.71,0,2,MISS,-0.65
599,0.94,-0.40,0.65,0.09,21,0.93,5.99,14,MISS,0.67
597,0.86,0.80,0.67,-0.46,72,0.95,7.96,26,MISS,0.34
542,0.86,1.68,0.73,0.68,41.99,0.92,5.76,0,MISS,-0.28
502,0.86,0,0.79,0.34,2.07,0.82,0,3,MISS,0.46
481,0.86,0,0.82,-0.28,45.92,0.82,0,0,MISS,0.25
426,0.77,0,0.77,0.25,7,0.82,0,4,MISS,0.22
434,0.77,0,0.80,0.22,26.45,0.81,0,1,MISS,0.39
436,0.68,-0.05,0.77,0.04,6,0.90,3,13,MISS,-0.06
445,0.68,0,0.80,0.32,36,0.80,0,2,MISS,-1.00
430,0.68,-2.42,0.57,-0.41,62,0.86,7.62,14,MISS,0.63
459,0.68,4.43,0.60,-0.96,71.49,0.68,6.66,26,MISS,-0.39
460,0.68,-0.13,0.52,0.07,11.89,0.89,3,5,MISS,0.13
455,0.68,-3.13,0.67,0.27,26.06,0.78,6.26,7,MISS,-0.55
461,0.68,-0.69,0.62,0.03,15.20,0.93,5.96,6,MISS,0.20
456,0.68,0.62,0.78,-0.56,59.94,0.88,1.90,0,HIT,-0.44
432,0.68,-0.20,0.78,-0.29,29.63,0.82,3,3,MISS,-0.65
440,0.68,-1.20,0.66,-0.10,21,0.94,5.88,9,MISS,1.00
440,0.58,-1.07,0.60,0.50,71.98,0.96,7.93,21,MISS,0.45
477,0.58,2.32,0.63,0.92,71.92,0.95,7.66,33,MISS,-0.07
510,0.58,0.47,0.68,0.52,15,0.93,5.98,6,HIT,0.16
513,0.58,0.14,0.84,0.18,16,0.87,1,0,MISS,-0.79
491,0.58,0.69,0.67,-0.12,21,0.93,5.96,8,MISS,0.64
513,0.50,1.93,0.63,-0.60,72,0.93,7.76,20,MISS,0.07
531,0.50,0,0.82,0.64,19.99,0.82,0,4,MISS,-0.24
527,0.50,-0.09,0.70,0.10,21,0.95,6,15,MISS,-0.20
520,0.40,-0.26,0.76,-0.21,13.25,0.91,4.24,4,MISS,-0.78
529,0.50,0.09,0.75,0.80,65.66,0.53,4,0,BULLETHITBULLET,-0.52
531,0.50,-0.32,0.74,0.05,14,0.93,5,6,MISS,0.79
538,0.50,-0.92,0.67,-0.52,71.97,0.78,7.95,17,MISS,0.40
538,0.50,-0.24,0.58,0.39,16,0.86,0.97,0,MISS,-0.84
533,0.50,-4.13,0.65,-0.22,36,0.69,6.85,9,MISS,0.63
421,0.40,0,0.80,0.19,1.05,0.45,0,3,BULLETHITBULLET,0.07
475,0.40,-5.22,0.61,-0.74,71.80,0.65,6.06,20,MISS,0.10
415,0.40,0,0.74,0,8.08,0.40,0,3,MISS,-0.91
440,0.40,-0.55,0.45,-0.43,56.41,0.95,7.98,14,MISS,0.12
421,0.40,-4.16,0.63,0.24,27.04,0.78,5.63,7,MISS,0.88
401,0.30,-3.49,0.51,0.55,71.62,0.75,7.20,18,MISS,-0.18
410,0.30,-0.66,0.65,0.32,22.65,0.89,2.93,3,HIT,0.95
423,0.30,0.37,0.57,0.55,70.64,0.96,8,15,MISS,1.00
461,0.40,0.81,0.59,0.47,71.98,0.91,7.96,26,MISS,0.81
470,0.40,-2.44,0.62,0.94,71.70,0.86,7.62,37,MISS,0.65
417,0.31,0.81,0.42,-0.41,26,0.86,2.36,2,HIT,1.00
439,0.31,2.99,0.30,0.49,69.43,0.95,7.42,14,MISS,0.87
473,0.31,3.74,0.58,0.45,72,0.94,7.07,25,MISS,0.30
475,0.31,0.35,0.76,0.87,59.67,0.86,1.97,0,BULLETHITBULLET,-0.44
477,0.31,4.45,0.74,0,12.62,0.80,2.28,5,MISS,-0.40
498,0.31,-1.46,0.68,-0.14,26.30,0.96,6.85,7,MISS,-0.14
513,0.23,0,0.82,0.19,4,0.82,0,6,MISS,-0.69
499,0.23,0.77,0.60,-0.33,57,0.93,7.96,17,MISS,0.13
460,0.23,0,0.73,0.35,7,0.79,0,4,MISS,0.94
499,0.23,3.66,0.60,0.68,71.93,0.95,7.12,21,MISS,-0.30
514,0.23,-1,0.64,0.04,31.05,0.95,7.43,7,MISS,-0.43
508,0.23,-0.17,0.75,0.18,0.46,0.93,4,4,MISS,1.00
482,0.23,0.74,0.58,0.56,71.95,0.93,7.97,19,HIT,0.76
460,0.23,-0.70,0.57,0.99,71.85,0.75,7.97,31,HIT,0.21
419,0.21,0,0.77,0.76,37.94,0.47,0,1,MISS,-0.65
428,0.22,3.27,0.50,-0.36,50.84,0.94,7.30,13,HIT,0.09
429,0.21,-2.67,0.65,0.13,19.14,0.79,5.38,7,MISS,-0.39
428,0.14,-0.72,0.53,-0.04,44,0.93,7.97,9,MISS,-0.16
443,0.14,-0.69,0.69,0.22,3.80,0.92,4.95,5,MISS,-0.03
411,0.14,0.36,0.64,0.29,3.02,0.95,4.99,5,HIT,0.96
439,0.14,3.72,0.56,0.69,71.98,0.92,7.08,20,MISS,1.00
512,0.14,3.83,0.63,0.47,71.42,0.92,7.02,32,MISS,1.00
523,0.13,-1.26,0.62,0.50,70.84,0.95,7.90,45,MISS,1.00
469,0.13,-1.63,0.57,0.94,71.61,0.89,7.83,56,MISS,1.00
416,0.13,-2.58,0.55,0.84,71.90,0.88,7.57,67,MISS,0.98
384,0.13,-1.96,0.50,0.56,71.97,0.78,7.76,78,MISS,0.52
361,0.13,-0.34,0.71,0.58,59.62,0.38,1.97,0,MISS,-0.02
381,0.13,-2.23,0.71,-0.03,5.64,0.44,2,4,MISS,-0.30
414,0.13,0.48,0.47,-0.07,9.89,0.93,3.97,10,BULLETHITBULLET,0.95
417,0.13,-2.50,0.69,0,12.17,0.68,4.33,5,MISS,-1.00
429,0.13,-0.06,0.53,-0.37,47.47,0.93,8,9,MISS,0.53
472,0.13,1.19,0.72,0,14.86,0.93,4.86,11,MISS,-0.72
488,0.12,0.54,0.59,-0.28,51,0.93,7.98,10,HIT,-0.19
515,0.11,-0.78,0.72,0.31,19.51,0.85,2.38,2,MISS,0.27
526,0.12,-2.67,0.73,0.39,5.03,0.84,4.23,5,BULLETHITBULLET,0.65
568,0.12,5.06,0.61,0,67.15,0.91,6.20,13,MISS,-0.82
562,0.11,-0.39,0.79,-0.01,12.24,0.89,2.97,0,MISS,0.84
562,0.11,2,0.65,0.71,60,0.72,7.75,4,MISS,-0.84
575,0.11,-2.34,0.61,-0.16,51,0.92,7.65,10,MISS,1.00
558,0.10,-1.57,0.64,-0.74,72,0.94,7.84,21,MISS,0.84
556,0.10,-1.35,0.65,0.81,72,0.94,7.89,32,MISS,0.40
557,0.10,0,0.84,0.40,10,0.84,0,2,MISS,-0.43
559,0.10,0.46,0.65,-0.18,36,0.96,7.99,13,MISS,0.20
572,0.10,0,0.85,-0.43,17,0.83,0,1,MISS,-0.14
584,0.10,0,0.83,0.20,4,0.78,0,2,HIT,0.06
498,1.99,8,0.71,0,71.95,0.47,0.11,29,MISS,-0.62
510,1.99,-0.43,0.56,-0.18,42.86,0.93,7.99,9,MISS,0.31
495,1.99,0,0.82,-0.62,26.46,0.80,0,1,MISS,0.33
481,1.99,0,0.83,0.31,12.99,0.73,0,1,MISS,-0.03
498,1.99,0.24,0.80,0.32,51.94,0.66,3,1,MISS,-0.61
487,1.99,-0.62,0.73,-0.30,61.44,0.90,3.95,0,MISS,0.46
490,1.99,0,0.74,-0.61,35.95,0.82,0,2,MISS,-0.51
486,1.99,-1.82,0.72,0.39,28,0.72,6.76,16,MISS,0.67
476,1.99,-4.16,0.70,-0.30,18.64,0.55,4.32,6,MISS,0.43
356,1.99,-7.38,0.63,0.64,71.41,0.21,3.10,20,MISS,-0.60
361,1.99,-0.05,0.37,-0.12,23.94,0.82,1,1,MISS,0.33
377,1.61,-1.82,0.69,0.38,7.65,0.76,4.66,5,MISS,-0.74
387,1.48,-0.21,0.57,-0.28,51,0.92,8,10,MISS,0.39
406,1.37,0.24,0.76,0.38,25.96,0.88,3,4,HIT,-0.42
449,1.27,1.74,0.68,-0.12,21,0.92,5.74,13,MISS,0.38
454,1.48,1.07,0.65,0.32,43.99,0.94,7.93,12,MISS,-0.69
434,0.77,0.26,0.71,-0.01,15,0.87,5,10,MISS,0.52
444,0.73,2.26,0.62,-0.59,72,0.96,7.68,22,MISS,-0.41
436,0.70,-2.18,0.65,0.55,15,0.95,5.59,6,MISS,0.31
449,0.31,0.22,0.74,-0.41,50,0.87,1.99,0,MISS,0.04
421,0.30,0,0.81,0.31,0,0.81,0,8,HIT,-0.01
404,0.32,0.36,0.80,0,2,0.84,0.93,5,MISS,1.00
415,0.31,-0.11,0.53,0.45,61.83,0.93,8,16,MISS,1.00
422,0.30,0.69,0.57,1,72,0.91,7.97,27,MISS,0.41
438,0.30,0.16,0.55,0.98,71.81,0.67,8,38,MISS,-0.99
436,0.29,1.37,0.53,-0.31,50.98,0.93,7.88,10,MISS,0.69
437,0.28,0.03,0.55,0.52,71.81,0.93,8,22,MISS,-0.19
423,0.27,1.82,0.65,0.06,21.89,0.92,5.72,7,MISS,-0.40
457,0.27,-1.40,0.70,0.18,10.16,0.91,3.75,4,MISS,0.23
441,0.26,-1.11,0.62,0.44,68.99,0.92,5.90,0,MISS,-1.00
444,0.25,0.62,0.59,0.27,36,0.96,7.98,8,MISS,1.00
456,0.25,2,0.57,-0.96,72,0.93,7.75,10,MISS,0.99
369,0.24,-3.71,0.51,0.56,71.68,0.80,7.09,10,BULLETHITBULLET,0.44
417,0.24,-1.71,0.54,0.97,71.21,0.82,7.81,23,MISS,0.57
321,1.99,2.57,0.37,-0.36,44,0.92,7.58,9,HIT,0.71
360,0.10,0.25,0.48,0.47,52.95,0.96,8,7,MISS,0.68
372,0.18,1.43,0.67,0.44,32.87,0.92,3.74,3,MISS,0.73
388,0.18,0.15,0.57,0.35,44.28,0.92,6,4,MISS,0.74
366,0.17,-0.28,0.46,0.65,44,0.92,8,8,MISS,-0.85
372,0.17,2.13,0.54,-0.18,31,0.94,7.19,7,MISS,0.12
390,0.10,-0.72,0.63,0.34,22,0.87,2.91,3,MISS,0.22
372,0.10,-0.32,0.75,0.22,10,0.77,0.95,1,MISS,-0.65
385,0.10,1.01,0.66,-0.09,9.99,0.90,3.87,10,MISS,0.36
444,0.10,1.78,0.70,0.48,64.94,0.90,3.58,0,MISS,-0.82
428,0.10,1.67,0.54,-0.52,50.79,0.93,7.82,9,BULLETHITBULLET,-0.21
425,0.10,0,0.79,0.26,5,0.74,0,2,MISS,0.62
443,0.10,2.29,0.56,0.33,43.94,0.94,7.67,14,BULLETHITBULLET,0.76
420,0.10,0.31,0.69,0.15,10.02,0.92,3.99,4,BULLETHITBULLET,0.63
433,0.10,-0.73,0.65,0.32,21.87,0.92,5.96,6,MISS,-0.55
436,0.10,1.11,0.57,0,72,0.96,7.92,16,MISS,-0.92
438,0.10,-1,0.64,-0.01,15,0.96,5.91,6,BULLETHITBULLET,0.95
428,0.10,-1.22,0.54,-0.84,72,0.88,7.91,17,MISS,0.05
442,0.10,-1.42,0.64,0.28,3.10,0.94,4.79,5,MISS,-0.31
457,0.10,-0.09,0.73,0.14,5.66,0.89,4.50,4,MISS,0.17
494,0.10,-1.65,0.72,0.29,0.54,0.95,4.19,4,MISS,-0.61
480,0.10,0.04,0.77,0.07,4.05,0.91,3,4,BULLETHITBULLET,0.96
465,0.10,0.35,0.58,-0.50,71,0.91,8,16,MISS,-0.50
422,0.10,0.37,0.62,0.16,3.04,0.93,4.99,5,MISS,0.69
444,0.10,1.50,0.56,0.50,72,0.94,7.86,16,HIT,0.30
436,0.10,0,0.81,0.69,16.98,0.72,0,1,HIT,0.06
422,0.10,-0.84,0.74,-0.08,6.52,0.84,2.88,3,BULLETHITBULLET,0.16
452,0.10,7.07,0.61,0,60.77,0.86,3.75,18,MISS,0.70
510,0.10,3.33,0.64,0.32,70.84,0.95,7.28,29,MISS,0.61
513,0.10,0,0.79,0.70,27.92,0.84,0,3,MISS,-0.33
515,0.10,0.88,0.62,0.57,43.44,0.80,7.95,14,MISS,-0.42
537,0.10,0,0.74,-0.33,8,0.84,0,1,MISS,0.99
536,0.10,-1.63,0.64,-0.30,51,0.96,7.83,12,MISS,0.57
549,0.10,1.72,0.63,0.73,71.68,0.93,7.81,23,MISS,0.02
561,0.10,-1.64,0.72,0.61,10,0.93,3.65,4,MISS,0.40
551,0.10,0.36,0.73,0.29,22.88,0.93,5.74,6,MISS,-0.68
566,0.10,-0.61,0.79,0.09,4.03,0.90,2.94,3,MISS,0.80
555,0.10,-0.10,0.65,-0.49,72,0.85,8,17,MISS,-0.11
571,0.10,0.66,0.82,0.80,44.53,0.65,0.75,1,MISS,-0.90
575,0.10,-2.41,0.63,0,62,0.97,7.63,13,MISS,0.85
587,0.10,0.39,0.65,-0.79,71.62,0.90,8,24,MISS,0.67
590,0.10,0.96,0.68,0.68,59.97,0.77,7.94,7,HIT,0.42
598,0.10,0.03,0.82,0.54,25.95,0.60,1.75,2,MISS,0.44
594,0.10,-4.82,0.52,-0.44,62.74,0.61,6.38,3,BULLETHITBULLET,1.00
611,0.10,0,0.52,0.40,0.13,0.86,0,6,HIT,-0.54
547,0.10,1.88,0.42,0,1.58,0.82,0.68,5,HIT,1.00
588,0.10,5.10,0.31,0.24,64.82,0.91,6.17,16,HIT,0.83
619,0.10,-0.71,0.59,0.68,70.84,0.96,7.97,28,MISS,0.78
607,0.10,-0.39,0.66,0.76,71.81,0.94,8,39,MISS,0.48
615,0.10,0.22,0.82,0.52,23.95,0.86,1.99,2,MISS,0.19
628,0.10,1.66,0.67,0.45,66,0.75,7.83,13,MISS,-0.34
631,0.10,0,0.86,0.36,2,0.71,0,2,MISS,-0.21
630,0.10,0.94,0.75,-0.22,35.97,0.95,3.89,3,MISS,-0.22
619,0.10,-3.10,0.79,-0.26,4.93,0.84,3.26,4,MISS,0.50
603,0.10,-1.57,0.76,-0.06,12.02,0.72,4.75,5,MISS,0.36
617,0.10,1.60,0.78,0.46,44.43,0.67,3.67,0,MISS,0.07
634,0.10,0.27,0.86,0.33,21.50,0.68,0.96,1,MISS,0.54
652,0.10,0,0.87,0.07,17.06,0.70,0,1,MISS,0.99
647,0.10,-1.17,0.68,0.37,43.72,0.83,7.91,12,MISS,0.70
620,0.10,-2.75,0.68,0.71,71.81,0.83,7.51,24,MISS,-0.05
586,0.10,0,0.83,0.70,9.22,0.78,0,2,MISS,-0.88
578,0.10,-0.30,0.62,0.04,51,0.96,8,15,MISS,0.65
425,1.99,7.50,0.51,0,70.84,0.82,2.79,30,MISS,0.06
507,1.99,-0.15,0.78,-0.20,37,0.87,0.99,1,HIT,-0.07
509,1.99,0,0.74,-0.17,0,0.84,0,8,MISS,0.22
522,1.99,3.16,0.67,0.12,62,0.92,7.35,12,BULLETHITBULLET,0.71
492,1.99,0.50,0.66,-0.16,21.50,0.90,2.96,3,MISS,0.78
546,1.99,2.47,0.70,0.63,72,0.92,7.61,26,BULLETHITBULLET,0.72
519,1.99,-0.69,0.71,0.30,49.11,0.91,7.97,10,MISS,-0.47
520,1.99,-1.75,0.71,-0.26,72,0.94,7.81,18,BULLETHITBULLET,0.64
516,1.99,-0.83,0.77,0.17,10.07,0.90,3.91,4,MISS,0.81
526,1.99,-1.43,0.73,0.65,32.97,0.87,6.85,6,MISS,-0.29
505,1.66,0.05,0.70,0.12,9.52,0.92,5.50,5,MISS,0.34
506,1.76,0.03,0.81,-0.30,55,0.89,3,1,HIT,-0.08
483,1,0,0.83,-0.05,1,0.83,0,6,MISS,-0.57
492,1.28,1.85,0.66,-0.39,57,0.93,7.78,13,MISS,-0.80
504,1.19,-1.87,0.65,-0.05,44,0.94,7.78,9,MISS,0.85
500,0.68,0.65,0.62,-0.66,72,0.94,7.97,22,MISS,0.63
547,0.65,0,0.85,0.85,43.87,0.84,0,1,MISS,0.58
551,0.62,0.33,0.72,0.31,44.86,0.88,6,4,MISS,0.36
541,0.59,0,0.83,0.58,26.94,0.75,0,1,MISS,0.41
549,0.30,-0.65,0.72,0.37,21.21,0.88,1.89,2,MISS,-0.79
570,0.29,-0.48,0.69,0.27,27.83,0.91,6.98,10,MISS,0.73
597,0.29,0.28,0.68,-0.74,68.88,0.95,8,10,MISS,0.11
608,0.10,0,0.83,0.73,23.46,0.83,0,1,MISS,-0.59
613,0.10,0,0.82,-0.18,9.99,0.86,0,2,MISS,-0.60
629,0.10,-0.17,0.67,-0.46,57,0.80,8,13,MISS,0.04
657,0.10,0.85,0.58,0.19,28,0.96,6.95,14,BULLETHITBULLET,0.64
645,0.10,0,0.56,-0.60,31.45,0.84,0,0,MISS,0.75
673,0.10,0.82,0.68,0.50,71.96,0.93,7.96,25,MISS,-0.42
697,0.10,-2.11,0.76,0.19,10.27,0.87,3.40,4,HIT,0.80
652,0.10,-4.42,0.68,-0.23,72,0.74,6.67,17,BULLETHITBULLET,0.15
596,0.13,0.88,0.67,0.63,43.42,0.54,7.95,6,MISS,-0.18
575,0.13,-2.04,0.80,0.56,32.36,0.25,2.20,3,MISS,-0.75
579,0.13,-0.95,0.33,0.23,21.59,0.94,6.43,6,HIT,0.98
584,0.13,0.24,0.64,-0.45,53.92,0.93,5,2,MISS,0.85
609,0.10,1.47,0.66,0.66,71.88,0.94,7.86,13,MISS,0.82
633,0.10,-0.80,0.79,0.64,29.68,0.83,3.92,4,MISS,0.54
626,0.10,-0.71,0.67,0.63,59.87,0.65,7.97,5,MISS,-0.01
591,0.13,0.94,0.33,0.60,4.16,0.95,4.91,5,MISS,0.41
604,0.10,-0.10,0.61,0.24,14.02,0.94,5,5,MISS,-0.40
596,0.10,-3.04,0.68,0.04,39.85,0.76,7.40,8,MISS,-0.14
574,0.10,-0.26,0.57,0.39,22.53,0.92,2.99,3,MISS,0.37
563,0.10,0.48,0.64,-0.20,43.76,0.95,7.99,12,BULLETHITBULLET,0.64
564,0.10,-3.19,0.75,0.42,5.76,0.84,3.85,5,MISS,-0.78
570,0.10,0.84,0.62,-0.68,72,0.89,7.96,23,MISS,-1.00
579,0.10,-1.14,0.66,-0.22,51,0.92,7.92,10,HIT,1.00
578,0.10,-1.02,0.66,-0.95,72,0.75,7.93,24,MISS,0.63
593,0.10,-0.29,0.68,0.98,70.84,0.45,8,38,MISS,-0.40
591,0.10,-1.18,0.82,0.25,33.12,0.55,1.62,2,BULLETHITBULLET,0.50
600,0.10,-0.43,0.42,-0.03,18.88,0.93,3.98,5,MISS,0.06
558,0.10,3.52,0.43,0,12.41,0.88,2.81,4,BULLETHITBULLET,0.99
547,0.10,-3.37,0.76,0,25.48,0.51,2.59,0,MISS,-1.00
548,0.10,1.90,0.43,-0.23,42.36,0.94,7.77,9,MISS,0.98
569,0.10,4,0.64,-0.80,72,0.94,6.93,22,MISS,0.88
588,0.10,-0.22,0.65,0.82,60.94,0.94,8,8,MISS,0.28
562,0.10,-1.13,0.72,0.50,10.10,0.93,3.84,4,BULLETHITBULLET,0.17
536,0.10,-1.63,0.76,0.24,10.90,0.89,3.65,4,MISS,-0.26
507,0.10,0.06,0.72,0.28,33.03,0.87,2,2,HIT,0.96
515,0.10,2.87,0.63,0.52,72,0.95,7.47,16,MISS,1.00
571,0.10,4.86,0.67,1,72,0.87,6.35,28,HIT,0.58
598,0.10,0.53,0.67,0.79,70.84,0.76,7.98,39,MISS,-0.21
563,0.10,2.69,0.58,-0.14,53.97,0.94,7.53,7,MISS,-0.89
549,0.10,-4.47,0.64,-0.15,36,0.71,6.64,8,MISS,0.44
468,0.10,0.76,0.36,0.49,16.29,0.93,5.95,6,BULLETHITBULLET,0.96
489,0.10,-6.29,0.61,-0.75,71.47,0.39,4.94,19,MISS,-0.65
478,0.10,0.03,0.72,0,50.97,0.85,1,0,MISS,-0.83
464,0.10,-2.41,0.58,-0.34,50.98,0.69,7.63,10,HIT,1.00
442,0.10,-4.46,0.57,0.56,71.39,0.70,6.64,21,HIT,0.95
448,0.10,-1.70,0.54,-0.25,35.94,0.94,7.82,12,BULLETHITBULLET,0.96
481,0.10,2.14,0.60,0,53.98,0.93,7.71,10,MISS,-0.93
501,0.10,-1.85,0.61,-0.20,44,0.96,7.78,9,MISS,0.24
496,0.10,0.01,0.62,0.44,72,0.96,8,20,MISS,-0.74
508,0.10,-2.39,0.60,0.32,36,0.94,7.63,8,MISS,0.25
509,0.10,0.31,0.76,0,15.01,0.89,2.98,3,MISS,-1.00
494,0.10,-0.54,0.62,-0.29,47.50,0.97,7.98,9,MISS,0.66
471,0.10,0.67,0.64,0.70,70,0.93,5.96,0,MISS,-1.00
292,1.99,7.72,0.16,0,61.40,0.76,2.08,12,MISS,0.36
371,1.99,2.47,0.18,0.34,65.02,0.87,3.14,0,MISS,0.30
401,1.99,0,0.79,0.02,0.62,0.39,0,2,MISS,-0.79
393,1.99,0.54,0.42,-0.31,37.89,0.87,1.93,2,MISS,0.74
440,1.99,1.68,0.65,0.43,59.87,0.83,1.09,0,MISS,0.41
450,1.99,0,0.83,0.74,43.88,0.80,0,1,MISS,-0.35
429,1.99,0,0.81,0.41,20.08,0.81,0,1,MISS,-0.59
421,1.99,-2.67,0.66,-0.31,43.92,0.91,7.54,15,MISS,0.51
428,1.99,-2.15,0.65,-0.45,40,0.88,7.71,8,HIT,-0.05
443,1.76,0,0.83,0.51,28.95,0.83,0,1,MISS,0.81
488,1.76,3.22,0.68,0.03,57,0.92,7.33,15,MISS,0.47
503,1.99,3.16,0.71,0.77,72,0.93,7.35,29,MISS,-0.22
434,1.99,0,0.83,0.47,5.11,0.83,0,3,HIT,-0.33
440,1.76,0.60,0.63,-0.10,44,0.92,7.98,17,MISS,0.11
434,1.67,0.16,0.84,-0.40,8.75,0.86,0.73,1,MISS,0.18
402,1.99,0,0.80,0.11,13,0.80,0,4,MISS,-0.75
450,1.39,2.28,0.74,-0.34,26.75,0.90,4.45,5,MISS,-0.10
488,1.31,-1.95,0.60,0.12,51,0.95,7.76,10,MISS,-0.39
507,1.31,0.86,0.74,0.14,9.17,0.93,5.43,5,MISS,0.84
534,1.31,0,0.85,0.35,44,0.82,0,1,MISS,-0.96
544,1.22,2.34,0.69,0.67,69,0.93,7.65,15,MISS,0.85
501,0.91,0.68,0.66,-0.77,71.65,0.91,7.97,29,MISS,0.84
465,0.86,-0.08,0.77,0.60,25.80,0.83,3,4,MISS,0.86
497,0.51,1.75,0.64,0.77,71.87,0.59,7.81,20,BULLETHITBULLET,-0.44
528,0.49,-0.65,0.45,0.30,2.02,0.89,1.89,4,MISS,0.78
530,0.47,-0.05,0.59,0.35,65.46,0.95,8,15,BULLETHITBULLET,0.10
549,0.46,2.03,0.64,0.75,72,0.95,7.74,26,MISS,-0.78
567,0.44,-1.89,0.77,-0.03,17.79,0.84,4.63,6,MISS,0.37
550,0.43,-1.51,0.66,-0.58,72,0.71,7.86,17,MISS,-0.34
567,0.41,-1.63,0.60,0.47,9.37,0.96,5.25,5,MISS,0.01
581,0.38,-1.21,0.70,0.19,26.07,0.90,6.90,7,BULLETHITBULLET,0.96
571,0.40,-2.06,0.61,-0.27,42.89,0.96,7.73,7,MISS,-0.84
583,0.37,-0.05,0.66,-0.66,68.97,0.83,8,6,MISS,-0.86
634,0.10,2.42,0.61,-0.43,72,0.96,7.62,16,MISS,1.00
697,0.10,-2.61,0.71,0.67,70.97,0.47,7.56,53,BULLETHITBULLET,-0.44
688,0.10,0.78,0.69,0.44,71.11,0.89,7.96,31,MISS,0.96
